type,name,values,prefix,postfix,usage count,user addable,template name,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,1.4 Reinforcement schedule,,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: Reinforcement schedule has been prepared for the reinforcement supply, to ensure that it achieves the specified tolerances on member dimensions, concrete cover and specified locations",,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.09,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-group,2 - Construction/Erection of Formwork,,,,,,,
checkpoint-status,2.1 Excavation,,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Excavations shall be to the depths shown on the drawings and that necessary to provide satisfactory foundation,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: Contract Drawings,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Inspect,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,2.2 Construction Methodology,,,,,,,
label,FREQUENCY: Prior to erection,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Designed and constructed in such a manner so it can be removed without damage to the concrete.,,,,,,,
label,"○ Formwork/shoring shall be placed in locations where steel reinforcement and other fixtures can be inspected, and sufficiently tight at joints to prevent loss of slurry",,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: Contract Drawings,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-group,3 - Pre-Pour Planning and Inspection,,,,,,,
checkpoint-status,"3.1 Excavation/Foundation – Blinding, sealing or foundation concrete",,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: Blinding, sealing or foundation concrete shall not be placed until the bottom of the excavation has been reviewed by the Superintendent. Inspected and approved by the Superintendent.",,,,,,,
label,○ Hold Point released by the Superintendent.,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: Contract Drawings,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,HP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan / VicRoads,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,3.2 Formwork levels and position,,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: A pre-pour survey carried out to confirm erected formwork within the tolerance. Any errors in the level or positioning of formwork is to be corrected prior to placing concrete,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: Contract Drawings,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"SCP, HP*",,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,3.3 Location of splices,,,,,,,
label,FREQUENCY: Schedule Review,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: In lapped splices, the bars shall be placed in contact and the specified cover shall be maintained.",,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: Contract Drawings,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Inspect,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,3.4 Cleaning formwork,,,,,,,
label,FREQUENCY: Each concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete shall not be placed until all foreign material has been completely removed from the forms,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.13,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,"3.5 Correct forms, reinforcements, rag bolt assembly and embedments",,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: Superintendent confirms that the inspected formwork, reinforcement, rag bolt assembly and embedments comply with the project drawings and specifications. Pre-pour checklist completed and signed.",,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.07,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed & Pre-Pour checklist completed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,HP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan / VicRoads,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,3.6 Reinforcement assembly of piles,,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: Reinforcement and/or concrete shall not be placed until the proposed method of removing mud, loose rock or similar materials has been reviewed by the Superintendent.",,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.07,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,HP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,3.7 Monitoring weather,,,,,,,
label,FREQUENCY: Prior to concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete shall not be place when temperature is <5°C or > 35°C,,,,,,,
label,○ All steel components that are in contact with the concrete shall be cooled to below 32°C before concrete is placed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.07,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,3.8 Assessment of Base Thickness,,,,,,,
label,FREQUENCY: Prior to lot closure,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Within the lots defined for assessment of compressive strength the surface levels of the subbase shall be measured as specified in Section 173. Levels of the base surface shall be taken at the same locations as taken on the subbase.,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,TP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,3.9 Concrete Sampling and Testing,,,,,,,
label,FREQUENCY: Prior to placement,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete sampled and tested for slump test.,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,TP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,3.10 Sampling and Testing of Cylinder Specimens,,,,,,,
label,FREQUENCY: During concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: The Contractor shall record 3 sample, prepare, cure and compression test of 12 cylinders cast on site in accordance with AS 1012.",,,,,,,
label,○ The concrete shall be sampled at the point of discharge to the roadbed. Each sample shall consist of two cylinder specimens for testing at age 28 days.,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,TP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-group,4 - Placing and Finishing Concrete,,,,,,,
checkpoint-status,4.1 Carry out sampling of concrete,,,,,,,
label,FREQUENCY: Each concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Sampling in accordance with 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Checklist,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,4.2 Discharge time,,,,,,,
label,FREQUENCY: Each concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,ACCEPTANCE CRITERIA: Discharge time (concrete placed and compacted) < 90 minutes from batch time unless approved otherwise.,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed. Accurate Site Notes & Load Mapping,,,,,,,
label,– – – – – – – – –,,,,,,,
label,IP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
checkpoint-status,4.3 Concrete Placement,,,,,,,
label,FREQUENCY: Each concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: Concrete shall not be placed until the proposed method of placement, spacing of planned transverse construction joints and the provision of dowels, constructed formwork, reinforcement and embedments conforming to the requirements of this specification and the drawings, has been reviewed by the Superintendent.",,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.05,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed. Accurate Site Notes & Load Mapping,,,,,,,
label,– – – – – – – – –,,,,,,,
label,HP,,,,,,,
label,– – – – – – – – –,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
label,– – – – – – – – –,,,,,,,
text,DATE:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint-status,4.4 Methodology of Placement,,,,,,,
label,FREQUENCY: Each concrete pour,,,,,,,
label,– – – – – – – – –,,,,,,,
label,"ACCEPTANCE CRITERIA: Concrete shall be tansported, handled and placed in a manner that will prevent segregation or loss of materials",,,,,,,
label,○ Concrete shall not be moved horizontally by vibrators,,,,,,,
label,○ In continuous pours the max. time lag between truckloads on site is 25 minutes,,,,,,,
label,– – – – – – – – –,,,,,,,
label,REFERENCE DOCUMENTS: 503.07,,,,,,,
label,– – – – – – – – –,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,
label,– – – – – – – – –,,,,,,,
