Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Subcontractors,,,,,
,Scope,,,,
,Rows,,,,
,,Stage 4 (B04),,Stage 4 (B04),
,,"Stage 9 (TH 1-10, 81, 82)",,"Stage 9 (TH 1-10, 81, 82)",
,Columns,,,,
,,Johnston Civil,,johnston civil - northwood,
,,Aquapro Plumbing,,aquapro plumbing - northwood,
,,Kings Electrical,,kings electrical - northwood,
,,Waterproofing Concepts,,waterproofing concepts - northwood,
,,Carpet Court,,carpet court - northwood,
,,Premier Plastering,,Premier Plastering - Northwood,
,,Richie's Brick & Block,,Richie's Brick & Block - Northwood,
