Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Level 2 - North WW,dynamic,North WW,Level 2,Site QA,
,,Level 2 - South WW,dynamic,South WW,Level 2,Site QA,
,,Level 2 - Multiple,dynamic,Multiple,Level 2,Site QA,
,,Level 2 - Rooms - 205,dynamic,205,Rooms,Level 2,Site QA
,,Level 2 - Rooms - 206,dynamic,206,Rooms,Level 2,Site QA
,,Level 3&4 - North WW,dynamic,North WW,Level 3&4,,
,,Level 3&4 - South WW,dynamic,South WW,Level 3&4,,
,,Level 3&4 - Rooms - 305,dynamic,305,Rooms,Level 3&4,Site QA
,,Level 3&4 - Rooms - 405,dynamic,405,Rooms,Level 3&4,Site QA
,Columns,,,,,,
,,"Channel, 3 Hole Slat & Inner Capping Scratch Free",,"Channel, 3 Hole Slat & Inner Capping Scratch Free",,,
,,10G x 1.5 inch PAN 316 Screws with grease used for base channel,,10G x 1.5 inch PAN 316 Screws with grease used for base channel,,,
,,10G x 0.75 inch CSK 304 Screws with grease used for inner capping,,10G x 0.75 inch CSK 304 Screws with grease used for inner capping,,,
,,Screw heads not sharp & Balustrade Degreased,,Screw heads not sharp and Balustrade Degreased,,,
,,Tough Wrap & Stretch Wrap applied,,Tough Wrap and Stretch Wrap applied,,,
,,Labeled & QA Complete,,Labeled and QA Complete,,,
