"label","52d7ecda-d55b-5670-b02b-5dd379a08fc2","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","bc67ff97-c5a9-50cd-83a4-604dac480d55","","note","Check Item - Check Item",,,
"label","03a16df3-d54f-5ec8-bede-a421d500ca06","","note","Reference - MRTS03 Cl11.3.1",,,
"checkpoint-status",,"","checkpoint","Excavations completed as per MRTS04"
"label","5a10d4a5-1c15-5894-a4b3-6f2d169004d3","","note","Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS04 ITP",,,
"label","fc9ee606-716c-55d5-86c7-00787ba30224","","note","Check Item - Check Item",,,
"label","eeb5f62b-6294-5bb3-a4c9-db2ddcc76317","","note","Reference - MRTS03 Cl12.3.1, MRTS04",,,
"checkpoint-status",,"","checkpoint","Foundation bedding and Haunch zone material placed in Accordance with MRTS04"
"label","ef3a50f7-8095-5d7b-9998-a6f83f371d4c","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","32d5dd23-bc94-5ca5-b004-eb853d1eb2a1","","note","Check Item - Check Item",,,
"label","6e40860a-400b-5670-9534-dba4dea32b50","","note","Reference - MRTS03 Cl11.3.2",,,
"checkpoint-status",,"","checkpoint","Components are assembled as per manufaturers specifications"
"label","1a91a0ab-fb2a-552c-8170-8265abfbc3b6","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","25a68a10-b766-5583-acc9-79a677ce9630","","note","Check Item - Check Item",,,
"label","228d9942-1fb9-5989-b252-a698bb589fdf","","note","Reference - MRTS03 Cl11.3.3",,,
"checkpoint-status",,"","checkpoint","If Possible, Contruction commenced at outlet Ends of components free from foreign matter"
"label","3444deec-e290-560e-8038-556e94edea7f","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","3f135397-ee26-54c9-923d-c78b8997f4d0","","note","Check Item - Check Item",,,
"label","42338590-a048-5d6c-acfc-88f628e7bbdc","","note","Reference - MRTS03 Cl11.3.4",,,
"checkpoint-status",,"","checkpoint","Placed with external groove or spigot end facing outlet with minimum of 50mm bedding material"
"label","96c6d5b7-4834-5f20-9eb5-6d5ce6851fc5","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","a84d9def-23a1-5d8a-8b74-afc3dae35ff1","","note","Check Item - Check Item",,,
"label","6087a108-b264-5899-9d69-578d1e03d54a","","note","Reference - MRTS03 Cl11.3.5",,,
"checkpoint-status",,"","checkpoint","Pipes laid with the word 'TOP', where marked, or lifting hole facing the top. Lifting holes plugged after the pipe is installed."
"label","4c7da9b9-03d2-5b2a-bdd9-06d70d78ebd9","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","e1f0a493-7993-5de0-8357-2bfeafb2d5cb","","note","Check Item - Check Item",,,
"label","5a05635a-6e74-5e93-9d3f-75fadfd4147b","","note","Reference - MRTS03 Cl11.3.5",,,
"checkpoint-status",,"","checkpoint","CCTV inspection undertaken, report submitted and accepted by administrator."
"label","40cdaaef-7ac5-5d96-8e04-78c8bb782aff","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","7b7f7940-e934-5b64-9837-195d6132b85c","","note","Check Item - Hold Point 3",,,
"label","5b592f13-acda-51cf-bbe8-65a050a48884","","note","Reference - MRTS03 Cl11.3.5",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Where RCP's are required to be cut, the cut surface shall be given two coats of a surface tolerant epoxy."
"label","a2f3398c-ead4-5a56-ace7-11489a9d016f","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","33b8ed12-6aab-555b-861a-607b53e4dd14","","note","Check Item - Check Item",,,
"label","62620b28-be10-583e-b00b-8dd299a924fa","","note","Reference - MRTS03 Cl. 11.3.9",,,
"checkpoint-status",,"","checkpoint","Backfilling of culverts shall be carried out in accordance with Clauses 15 and 20 of MRTS04"
"label","b4374186-d1f4-5d17-9c75-7ad0016f8cdd","","note","Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS04 ITP",,,
"label","1c80b3b4-5f31-52c0-a685-011c755f8670","","note","Check Item - Check Item",,,
"label","d9755e71-947c-52b5-8ae2-f2d0d0263049","","note","Reference - MRTS03 Cl. 11.3.10",,,
"checkpoint-status",,"","checkpoint","Backfilling of culverts shall not commence until all the conformance and As Constructed Survey requirements have been met."
"label","ed7e44e5-2a9a-5047-b696-4feec743026b","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","2b78f806-fc42-5886-a0ec-810dcf505d50","","note","Check Item - Hold Point 4",,,
"label","a886bc43-aaae-5b84-a634-b41ebffb5509","","note","Reference - MRTS03 Cl. 11.3.10",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Survey Requirements: All points (inlets and outlets) shown on the drawings."
"label","2580fcd2-a8cc-5562-a5a5-0a4343d08d15","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","8279473c-6ca1-5d14-8a76-83b2c33230e9","","note","Check Item - Check Item",,,
"label","25f2c8bf-14bd-51a2-9f68-758c541c55d1","","note","Reference - MRTS03.1 Cl. 1",,,
"checkpoint-status",,"","checkpoint","Final Verification"
"label","1a119005-f46e-5203-8996-11a57b48e824","","note","Project Manager Verify that the Above has been Constructed according to Specification",,,
"text","1b549d19-881e-5deb-832b-68a3eaa4b29a","","textbox","Print Name:",,,
"date","655617da-cae3-5cf1-9a23-6ac3fac3a75a","","date","Date:",,,
"label","2a92d2b5-a674-5a44-871b-4434521b350e","","note","Client Verify that the Above has been Constructed according to Specification",,,
"text","e400150f-e528-5974-81f6-c91b57b5895f","","textbox","Print Name:",,,
"date","bc178b19-c87e-550a-8262-fd164a3edb8f","","date","Date:",,,
"holdpoint",,"","signoff","Signature"

"checklist-sectioned",,"","checklist","04.10 - Backfill","itp",,,0,"Yes","04.10 - Backfill","7187eb5c-19a9-4eb8-b1ba-ddf5147b6981"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Prior to incorporating any backfill material, stockpile or source test results as specified in Appendix A shall be submitted demonstrating material meets the specified requirements."
"label","51e1c5f8-97c3-580f-8185-cc62921e7e86","","note","Acceptance Criteria and Frequency (Project Specific) - Written",,,
"label","0932268c-a46e-5f0b-bd5e-c875a37dff10","","note","Check Item - Hold Point 11",,,
"label","622d8087-0b77-5529-a85e-585eabcea7bc","","note","Reference - MRTS04 Cl19.1",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Material for backfill shall be as shown on the drawings or as specified elsewhere in the Contract. Where not so shown or specified, material shall be earth backfill material complying with the requirements of Clause 19.2.2."
"label","6654fa49-af81-5400-87ff-b1274b9ab6d3","","note","Acceptance Criteria and Frequency (Project Specific) - Grading",,,
"label","01f15d65-c13b-5d13-9bf4-482b203b6a71","","note","Check Item - Witness Point 6",,,
"label","3012dbf5-5e23-5982-af76-1eeab4ae979f","","note","Reference - MRTS04 Cl19.2.2, Cl19.3.1",,,
"checkpoint-status",,"","checkpoint","Unless specified otherwise in Clause 19.3 or elsewhere in the Contract, backfill shall be compacted using the compacted layer method of construction in accordance with the requirements of Clause 15, except as may be modified by the requirements of Clause 19."
"label","e626ca8d-8e17-5838-b370-0e9cdf23679c","","note","Acceptance Criteria and Frequency (Project Specific) - RDD, 1/500m2/300mm Lift - min 4/lot",,,
"label","d4099602-5aa6-507c-94c9-d8e2261d638f","","note","Check Item - Check Item",,,
"label","9f58c0a5-9fce-564c-8d5e-3d3135cefc30","","note","Reference - MRTS04 Cl19.3.1",,,
"checkpoint-status",,"","checkpoint","Backfill around In Place units (pipes, culverts, pits and so on) not placed until completed and inspected by Administrator and any curing period has elapsed."
"label","deb45c8a-6b16-53c0-ba55-54c1c7d90603","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","e5332b13-0736-55d9-bd10-69d89cbec0ab","","note","Check Item - Hold Point 12",,,
"label","b75bdbb3-ddad-501b-969b-c06e13388a88","","note","Reference - MRTS04 Cl19.3.3",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Where material is placed on opposite sides of a culvert, structure, conduit etc. the difference in level of compacted material on opposing sides shall not exceed 150mm, unless shown otherwise on the drawings."
"label","7ea0ba60-03f4-58e0-b0d7-c0badc1e10e8","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","ebefbffc-7d67-5be2-a1b8-977e90f9caa5","","note","Check Item - Check Item",,,
"label","b375a148-1135-5573-b722-25286fdc8a66","","note","Reference - MRTS04 Cl19.3.3",,,
"checkpoint-status",,"","checkpoint","Foundation bedding, haunch, side and overlay zones for concrete pipe culverts shall be as per standard drawing 1359."
"label","9a0d2b1d-ca19-5f48-852b-dc76d09629aa","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","66f5598f-0f80-5cf4-9878-1e0fc902951a","","note","Check Item - Check Item",,,
"label","b95d1ebf-b3cd-5486-bebe-78cf269a6ce7","","note","Reference - MRTS04 Cl19.3.4",,,
"checkpoint-status",,"","checkpoint","Construction Testing Requirements: Test Method"
"label","d3949348-c873-59f8-8d82-9cbb3b1aadf0","","note","Acceptance Criteria and Frequency (Project Specific) -",,,
"text","7173a9f4-3038-5fea-b675-4f1d837add37","","textbox","Max. Lot Size",,,
"text","9c801604-2418-54c9-984e-08dec8d2cc80","","textbox","Min. Testing Frequency",,,
"text","11fd7569-5a31-59db-bdfd-41d1e516b145","","textbox","Min. No. of Tests",,,
"label","4f4da70d-f8ac-5392-9917-1c8c30e99e9f","","note","Check Item - MRTS04",,,
"label","6525a6f9-d2b1-5fb0-9e21-331606c368ba","","note","Reference - Table A3",,,
"checkpoint-status",,"","checkpoint","Relative Moisture Rainfall zone: High (>1000mm), Class A1/A2: 70% - 100%, Class B: 80% - 110%"
"label","b0a92707-f57b-5cd0-bf74-8f9b9945a0a3","","note","Acceptance Criteria and Frequency (Project Specific) - Each culvert/structure",,,
"label","8286582b-84bb-59ba-b078-008d1f37a097","","note","○ 1 per 100m3",,,
"label","eb2ae720-98b7-56fd-b178-ebb6bf0eb475","","note","○ 2 per lot",,,
"label","d1ab0e7b-3edc-5306-9a2a-fc93f9acc423","","note","Check Item - Check Item",,,
"label","c6d121bb-583f-5894-9fc1-f8df2af4421e","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Relative Compaction Top 300mm below Subgrade = 97%, Greater than 300mm below Subgrade = 95%"
"label","4ef73c59-03b2-59d2-a027-69d33c20fe7f","","note","Acceptance Criteria and Frequency (Project Specific) - Each culvert/structure",,,
"label","13e96d75-dd4e-54ca-931d-748e72bf7ed2","","note","○ 1 per 100m3",,,
"label","a3bf30f6-3e51-5c2c-ae1b-97e88e961170","","note","○ 2 per lot",,,
"label","e658098b-b8d9-5b81-a771-4ba579714290","","note","Check Item - Check Item",,,
"label","6a7f972f-8140-546f-ab0f-be785a0d857c","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Stockpile Testing Requirements: Test Method"
"label","5bc4ae51-f7c5-5735-a4da-e2a04e35951f","","note","Acceptance Criteria and Frequency (Project Specific) -",,,
"text","97da8d39-0071-53a8-bae3-06e13487c88c","","textbox","Min. Testing Frequency:",,,
"text","7a0bc73a-276b-5a1d-afbe-1cae3893112b","","textbox","Quarry Source",,,
"text","31add341-efe9-5fa6-ade2-5354ec35898a","","textbox","Other Source",,,
"label","be2cb6e6-590b-59ec-9f10-41d1abcea132","","note","Check Item - MRTS04",,,
"label","46e7104b-7eff-52bf-8c28-a4bf564885b3","","note","Reference - Table A3",,,
"checkpoint-status",,"","checkpoint","Grading"
"label","a54cfe6a-b723-5f1c-91b1-9ed09a390765","","note","Acceptance Criteria and Frequency (Project Specific) - 5000t, 1000m3",,,
"label","8a4cfc5b-b8ab-541c-b503-ca57f5299e96","","note","Check Item - Check Item",,,
"label","3c77dfb3-217c-5f35-9d3a-51699b161543","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Plasticity Index"
"label","3c991b0c-6290-5e85-a89c-8e87467b8eb0","","note","Acceptance Criteria and Frequency (Project Specific) - 5000t, 1000m3",,,
"label","39cb8f65-603f-579a-a944-6fdca55484de","","note","Check Item - Check Item",,,
"label","75d5e6a0-7e23-5f26-b3ca-4c2dd04df6a9","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Linear Shrinkage"
"label","988ba3ed-1cdd-5a20-8f97-ff7fe6b5b6ea","","note","Acceptance Criteria and Frequency (Project Specific) - 5000t, 1000m3",,,
"label","dd1eb162-8537-5d61-814c-7707adbbfad1","","note","Check Item - Check Item",,,
"label","d996b047-9c1a-513a-9a41-c60816ea6e14","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Emerson Class Number: AS 1289.3.8.1"
"label","7b446413-3f76-5910-b721-2f9707e3b4b1","","note","Acceptance Criteria and Frequency (Project Specific) - 5000t, 1000m3",,,
"label","46e31df8-1af7-54d4-8bf0-abb52aab1123","","note","Check Item - Check Item",,,
"label","95cc9d2d-d86a-5a26-84f9-869cee6f4129","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Soaked CBR and Swell (For earth backfill in subgrade only)"
"label","3dadd72f-6ff6-5ca5-bcfb-02286cd603f3","","note","Acceptance Criteria and Frequency (Project Specific) - 4000t, 200m3",,,
"label","8663a5ab-197f-5f4f-a55c-9feada7b48a5","","note","Check Item - Check Item",,,
"label","51f55e28-6b8f-599f-8c78-eaf7dc6b3074","","note","Reference - Table A1",,,
"checkpoint-status",,"","checkpoint","Final Verification"
"label","447d9485-d21a-50cf-ace5-8eaa0c72cb30","","note","Project Manager Verify that the Above has been Constructed according to Specification",,,
"text","419b30a3-0d5d-5096-b4f1-cfb03c7f9ec4","","textbox","Print Name:",,,
"date","3657469b-77be-5569-9078-f2b1a2bbc878","","date","Date:",,,
"label","b39d398c-759a-5c01-aa2b-b32af240e6a2","","note","Client Verify that the Above has been Constructed according to Specification",,,
"text","96ee475d-e5e3-5026-859d-76e0933e6801","","textbox","Print Name:",,,
"date","2cd05c35-f69b-54bb-b56f-6fc08d20ef8f","","date","Date:",,,
"holdpoint",,"","signoff","Signature"

"checklist-sectioned",,"","checklist","04.08 - Embankment","itp",,,0,"Yes","04.08 - Embankment","7dca2bb8-6f1d-4f50-8e6c-d47945b1baa9"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Prior to incorporating any Earth or Rock Fill Material into the Works, the Contractor shall submit stockpile or source tests results as specified in Appendix A which demonstrate the source meets the specified material requirements."
"label","7fe799ba-e0bf-5788-9527-360163d4429a","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","cd9b3b80-380c-558e-a303-ef1931006483","","note","Check Item - Hold Point 10",,,
"label","ab2407ea-7a1c-536f-9a98-d47652362661","","note","Reference - MRTS04 Cl14.2.1",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Earth fill material in subgrade shall have the following properties: Min. CBR % - 7, CBR Soaked Condition - 4 days, CBR target density % - 97%, CBR target moisture content - 100%"
"label","55595164-e4b4-5ce6-ae62-8cdfe7600e90","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","327ab855-a687-5eb4-945b-ee5f1a22289d","","note","Check Item - Check Item",,,
"label","484ee228-ecb5-5fce-a968-5701aad61b02","","note","Reference - MRTS04.1 Cl. 9.1",,,
"checkpoint-status",,"","checkpoint","Rock Fill shall be sourced from a TMR regsitered quarry or other suitable source and shall comply with the properties states in Table 14.2.3."
"label","57a0b56b-9e6e-5ba5-a878-df66fb8e4c65","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","7353f072-edd2-59e7-86e0-4f25823b66e6","","note","Check Item - Check Item",,,
"label","f3142370-9501-5511-b237-0d155f82e1e6","","note","Reference - MRTS04 Cl14.2.3",,,
"checkpoint-status",,"","checkpoint","The foundation under rock fill shall be treated and shaped to maintain drainage and so erosion of the foundation will not occur."
"label","14c71796-59a3-54bf-a0b5-3de76dfcbee1","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","fc5e3b85-4927-5d2f-a423-d3c307d3b732","","note","Check Item - Check Item",,,
"label","6b6d04fc-15e9-5b14-95ed-1ace4856886a","","note","Reference - MRTS04 Cl14.2.3",,,
"checkpoint-status",,"","checkpoint","Rock fill shall be placed and spread in such a way to avoid segregation and contamination with foreign material. The uncompacted Rock Fill layer thickness must not exceed the thickness given in Table 15.4"
"label","8ead5e3f-03e0-585d-8072-c918c6a32f1c","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","c02ea357-036a-5c73-bdf6-5ca8aa7c15b5","","note","Check Item - Check Item",,,
"label","bb6b3137-c7c8-5a53-b94a-22713eadb74c","","note","Reference - MRTS04 Cl14.2.3",,,
"checkpoint-status",,"","checkpoint","Compact the Rock Fill using the mechanical interlock method of construction as per Clause 15.4"
"label","399b3367-1d43-5b7d-818e-cd6c97dd61b9","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","ac558644-ed0a-560a-ad69-02b41c631103","","note","Check Item - Check Item",,,
"label","21777cc4-5911-554b-b616-4197cae6b96a","","note","Reference - MRTS04 Cl14.2.3",,,
"checkpoint-status",,"","checkpoint","Embankments constructed to the shapes, zones and other requirements shown on the drawings or as otherwise specified."
"label","9613aba3-36d0-5954-a001-b68db89f05da","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","05126a38-41f9-53e4-95a5-17e58d1253eb","","note","Check Item - Check Item",,,
"label","efd088a4-7e00-5c07-bf5a-63654ff708ad","","note","Reference - MRTS04 Cl14.3.1",,,
"checkpoint-status",,"","checkpoint","Geotextile placed at interchange between compaction methods"
"label","f1e6d101-eb88-52c8-b42c-b805f38105c4","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","bfbe8c7e-cc49-50f0-8eec-421b56f8b6da","","note","Check Item - Check Item",,,
"label","63a316bb-ca8c-5586-a6ae-cb7db9b96f40","","note","Reference - MRTS04 Cl14.3.2",,,
"checkpoint-status",,"","checkpoint","The ground surface on which embankments are to be constructed shall be stepped in accordance with the requirements of Cl14.3.3"
"label","48aa7c61-2ab1-5e2f-9a25-59795fb5c45c","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","25f02433-eb76-571b-8e1e-541fc6bdb319","","note","Check Item - Check Item",,,
"label","3e22b8cb-ad71-582b-a423-34900e986876","","note","Reference - MRTS04 Cl14.3.3",,,
"checkpoint-status",,"","checkpoint","The max thickness of an uncompacted layer shall be as per Table 15.4."
"label","3ad64058-0eea-52fb-ae08-930f42324714","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","eeddfc72-682c-534e-a47f-6502ac0ba0e0","","note","Check Item - Check Item",,,
"label","db03134f-ac5d-5de9-b84a-b34d43292793","","note","Reference - MRTS04 Cl15.4",,,
"checkpoint-status",,"","checkpoint","Each layer rolled until the rolled surfaces do not exhibit any permanent deformation, rutting, yielding, signs of distress or instability."
"label","585892b1-8877-5b9f-a7e2-286de9bc0284","","note","Acceptance Criteria & Frequency (Project Specific) - Visual",,,
"label","8291d379-0f8d-5f59-800d-288796aadf78","","note","Check Item - Witness Point 6",,,
"label","bca68157-3371-577b-ae01-91300b387894","","note","Reference - MRTS04 Cl15.4",,,
"checkpoint-status",,"","checkpoint","Final Verification"
"label","fcd4b53f-1242-563d-8f8e-d9ffffdf6817","","note","Project Manager Verify that the Above has been Constructed according to Specification",,,
"text","2b3673ad-101d-5141-9947-8e0766573867","","textbox","Print Name:",,,
"date","705b6640-e59e-5226-a2d6-f4adf8aea5d1","","date","Date:",,,
"label","eae43346-2fb3-5fe1-afd6-c6d8614c4bde","","note","Client Verify that the Above has been Constructed according to Specification",,,
"text","5d85f5c8-7e70-5dbd-b06b-afb01f356021","","textbox","Print Name:",,,
"date","ea7b075c-4d0f-5416-9b5d-346c9791c821","","date","Date:",,,
"holdpoint",,"","signoff","Signature"

"checklist-sectioned",,"","checklist","04.07 - Structure Excavation","itp",,,0,"Yes","04.07 - Structure Excavation","98b298a2-0321-45cd-b76e-12c9cbac615b"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Where Unsuitable Material (in accordance with the provisions of Cl. 9.2) or pottentially unsuitable Material is encountered on site the contactor shall, before proceding with removal, notify the Administrator. Once Identified the Unsuitable material shall be removed and disposed of in accordance with the provisions of Cl. 9.3 and CL11.3"
"label","811d7029-54b5-5b9a-935a-08e6780e5673","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","1ceeb446-2890-5177-b792-f694329f68ca","","note","Check Item - Hold Point 4",,,
"label","e7c0a2ab-7a18-581f-be7c-28627012aaf9","","note","Reference - MRTS04 Cl9.4",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Where material can be reasonably be expected to contain a possible acid sulphate potential, the test results shall be documented and reported to the Administrator."
"label","aced8d8b-1b7c-5d41-9f7e-efd558c3ed9e","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","06f39512-8882-5961-87cc-487ed199a1ec","","note","Check Item - Hold Point 5",,,
"label","c96dd0a4-7bee-5966-8211-9d00e4a14f06","","note","Reference - MRTS04 Cl10.4",,,
"holdpoint",,"","signoff","HOLD POINT"
"checkpoint-status",,"","checkpoint","Where shown on the drawings or specified elsewhere, a layer of blinding concrete shall be placed over the foundation material as soon as practical. The top surface of the blinding concrete shall be screeded neatly to the shape and levels shown on the drawings"
"label","68af7a4b-b383-5b7d-a58d-8828b4240eec","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","8cdf3ba3-967f-57fa-93b8-f1d8443e1162","","note","Check Item - Check Item",,,
"label","43cd73b5-957d-5ce0-90e5-2601a93df0db","","note","Reference - MRTS04 Cl13.3.4.1",,,
"checkpoint-status",,"","checkpoint","The widths of excavations for culverts shall be the minimum necessary for their construction and placement of backfill against them, provided that nowhere shall such widths be more than those shown on standard drawings 1359."
"label","84e54267-83ce-5754-b648-17b8d0c91dc2","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","fbdfab47-f778-5791-9004-8d511c6454d2","","note","Check Item - Check Item",,,
"label","60b2c176-254c-54fc-a260-270073e833e1","","note","Reference - MRTS04 Cl13.3.6",,,
"checkpoint-status",,"","checkpoint","The material in the bottom of excavations shall comply with the density requirements of Clause 15 and compacted to a depth of at least 150mm."
"label","2e5ff479-f4a3-5ee3-a128-f5f277fc65c1","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","b92b393d-d794-534b-a05b-a72f7486b6d5","","note","Check Item - Check Item",,,
"label","3ae10fce-2572-51f4-b04e-7c2a1e23ad38","","note","Reference - MRTS04 Cl13.3.6",,,
"checkpoint-status",,"","checkpoint","Compaction: Q140A, Bottom of excavations = 95%"
"label","f41c67e8-12a4-584d-b74f-6295f583d5be","","note","Acceptance Criteria and Frequency (Project Specific) - Max Lot Size: each culvert or end structure",,,
"label","f472b753-eedf-5851-9dd0-574b7c5aba07","","note","○ Min. Test Frequency: 1 per 50m2",,,
"label","ca68b8d8-b04e-50d8-b1fb-1d8e2623f234","","note","○ Min. no of Tests: 2 per lot",,,
"label","0727e289-67bd-5318-81a0-3c4074e8798c","","note","Check Item - Check Item",,,
"label","96edf7c7-7238-5cb7-967d-18f4a7542d5b","","note","Reference - Table A2 No. 2.6",,,
"checkpoint-status",,"","checkpoint","Final Verification"
"label","a629935a-cab4-5632-8c54-78dd6b44e6c4","","note","Project Manager Verify that the Above has been Constructed according to Specification",,,
"text","9d5cd2ec-8549-5dd3-8a36-536cfb91a6da","","textbox","Print Name:",,,
"date","1665b814-72a6-575e-9cc4-707073fafdfa","","date","Date:",,,
"label","da04e72f-9ed0-5a77-8da8-aa8345249732","","note","Client Verify that the Above has been Constructed according to Specification",,,
"text","4df81e91-34bd-5f87-adfa-24e538e7bd13","","textbox","Print Name:",,,
"date","536eb33a-c744-5ef4-a879-8aafb01fce85","","date","Date:",,,
"holdpoint",,"","signoff","Signature"

"checklist-sectioned",,"","checklist","03.20 - Kerb - Cast Insitu/Extruded","itp",,,0,"Yes","03.20 - Kerb - Cast Insitu/Extruded","9d839dd1-91d2-412c-97fe-e9a149aff143"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Supplied Concrete complies with MRTS70/71. MRTS70 and MRTS71 ITP completed."
"label","0b6a97ab-0fe6-51b4-a612-5a8f1b93d6da","","note","Acceptance Criteria and Frequency (Project Specific) - ITP 70.01",,,
"label","492da5fd-dfb7-56c7-a73a-cdb00c831a25","","note","Check Item - Check Item",,,
"label","2a8a3a58-3f89-5372-8eb8-5c52d3d11028","","note","Reference - MRTS03 Cl 18.2",,,
"checkpoint-status",,"","checkpoint","Cast-in-place concrete kerb / channel constructed in the locations shown on the Drawings and in accordance with the details shown on Standard Drawings (1033)"
"label","71885e7f-2198-5dce-a249-bdbc80ddc8aa","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","10df151e-f618-5178-b2d8-92caefe54598","","note","Check Item - Check Item",,,
"label","c8b29844-b8da-51e9-b95b-ac1f30da37bf","","note","Reference - MRTS03 Cl18.3",,,
"checkpoint-status",,"","checkpoint","Excavations / foundation preparation in accordance with the requirements of MRTS04 General Earthworks. The ground surface moistened just prior to placing concrete."
"label","5d1529e2-326f-5677-b8fb-021e8c32c020","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","ef0d203f-121c-581b-be0e-1595de46e470","","note","Check Item - Check Item",,,
"label","cd6ea3d8-9428-59a2-b39e-21d96d59d4d3","","note","Reference - MRTS03 Cl18.3",,,
"checkpoint-status",,"","checkpoint","Exposed surfaces of manually placed concrete to be steel-trowel finished."
"label","a4a9ce33-67b4-545e-b479-7c5f2603073e","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","e39ede3d-802a-5ff9-887a-64fad56f1ae4","","note","Check Item - Check Item",,,
"label","299ea464-ab75-5e17-a3b3-25e594ae27ce","","note","Reference - MRTS03 Cl18.3",,,
"checkpoint-status",,"","checkpoint","Expansion Joints shall be installed at regular intervals not exceeding 20m. The joints shall have a compressible packing with maximum thickness of 6mm covering the full cross section."
"label","7a6395ed-0243-537a-8488-e0dd1a7ef9c0","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","15728558-c73e-5341-9c74-d5cfc53f6128","","note","Check Item - Check Item",,,
"label","e60a4358-f457-59d3-89e3-88ce169f887f","","note","Reference - MRTS03 Cl18.3",,,
"checkpoint-status",,"","checkpoint","Contraction Joints shall be installed at regular intervals not exceeding 5m. They shall be constructed be forming grooves 40mm deep and not more that 6mm wide."
"label","86de0257-3c58-5de4-807b-7b284b9d7a04","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","a69c1ece-6a0b-56b1-b1cc-f83da2c478cd","","note","Check Item - Check Item",,,
"label","70741302-29b3-57b6-9482-a89b235ba43a","","note","Reference - MRTS03 Cl18.3",,,
"checkpoint-status",,"","checkpoint","Concrete shall be cured at least 7 days before any other roadworks operations are carried out adjacent to the kerb / channel."
"label","a3d8cd0e-30c0-5e8a-82eb-f80493f0d43b","","note","Acceptance Criteria and Frequency (Project Specific) - Visual",,,
"label","48198589-f330-5618-9157-82364387182a","","note","Check Item - Check Item",,,
"label","62e4c53f-a3ee-5ca8-b4a4-62aca9682447","","note","Reference - MRTS03 Cl18.3",,,
"checkpoint-status",,"","checkpoint","The Horizontal and Vertical alignments shall vary by no more than ±10mm from those specified. Alignments exhibit smooth lines. Overall dimensions are at least equal to that shown on the Drawings."
