type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-sectioned,ITP-085-AX-LOT-XXX - Desc,itp,,,,Yes,ITP 0085 - SUP INSTALLATION (HCC),
checkpoint-group,Lot Information,,,,,,,
checkpoint-status,1.0 Lot Information,,,,,,,
text,Lot Created On,,,,,,,
text,Lot Opened On,,,,,,,
text,Work Commenced On,,,,,,,
select,Lot Type,CIL - Civil Lot,,,,,,
text,From and To Chainage,,,,,,,
select,Construction Element,PAVI - Paving,,,,,,
select,Activity,SHUP – Shared User Path,,,,,,
select,Design Package No,"1145-ACM-CVD-DPK-0002, 1145-ACM-CVD-DPK-0003, 1145-ACM-CVD-DPK-0004, 1145-ACM-CVP-DPK-0001, 1145-ACM-CVP-DPK-0002, 1145-ACM-CVR-DPK-0001, 1145-ACM-CVR-DPK-0002, 1145-ACM-CVR-DPK-0003, 1145-ACM-CVR-DPK-0004, 1145-ACM-ELE-DPK-0001, 1145-ACM-ELE-DPK-0002, 1145-ACM-LDE-DPK-0001, 1145-ACM-LDE-DPK-0002, 1145-ACM-SBA-DPK-0001, 1145-ACM-STR-DPK-0001, 1145-ACM-TSI-DPK-0001, 1145-ACM-TSI-DPK-0002, 1145-ACM-TSI-DPK-0003, 1145-ACM-TSI-DPK-0004, 1145-ACM-UTL-DPK-0001, 1145-ACM-UTL-DPK-0002",,,,,,
select,Traffic Direction,"EB - Eastbound, ME - Median, NB - Northbound, SB - Southbound, WB - Westbound",,,,,,
text,Engineer Responsible,,,,,,,
text,comments,,,,,,,
checkpoint-group,1 - Preliminary Works,,,,,,,
checkpoint-status,1.1 - Check that current revision drawings are being used,,,,,,,
label,Frequency: Prior to Commencing,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Acceptance Criteria: Issued For Construction (IFC) and latest available revision used,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Reference Documents: Project Drawings / Drawing Register,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Inspection / Test Method: Document review,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Record of conformity: Latest Revision Drawings,,,,,,,
label,- - - - - - - - -,,,,,,,
label,AP,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Responsibility: Site Engineer / Site Foreman,,,,,,,
checkpoint-status,1.2 - Bedding Material / Base Layer,,,,,,,
label,"Frequency: Once, for each mix design, prior to placement of material",,,,,,,
label,- - - - - - - - -,,,,,,,
label,Acceptance Criteria: 20mm Class 3 bedding material conforms to specified requirements applicable to the class of product as detailed on the drawings.,,,,,,,
label,• Material is registered with VicRoads in accordance with Code of Practice RC500.02.,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Reference Documents: IFC Drawings 703.21 812.04,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Record of conformity: Teambinder reference number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,IP,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Responsibility: Site Engineer Superintendent,,,,,,,
checkpoint-status,1.3 - Concrete Mix,,,,,,,
label,"Frequency: Once, for each mix design, prior to placement of concrete",,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Acceptance Criteria: Concrete mix meets strength, grade, and maximum aggregate size as detailed on the drawings.",,,,,,,
label,• Paving concrete mix conforms to AS1379. SUP concrete mix is registered with VicRoads.,,,,,,,
label,• No air entraining chemical admixtures shall be used without approval from the Nominated Authority.,,,,,,,
label,"• Concrete mix designs shall remain valid for 12 months from the date of registration, unless constituent materials and material proportions cease to comply with the specified requirements.",,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Reference Documents: IFC Drawings 703.05 (a) 703.07,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Record of conformity: Teambinder reference number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,IP,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Responsibility: Site Engineer,,,,,,,
checkpoint-status,1.4 - Evaporative Retardant,,,,,,,
label,"Frequency: Once, for each product, prior to placement of concrete",,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Acceptance Criteria: Details of evaporative retardant, application procedure (including application rates) to be submitted for review to the Nominated Authority.",,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Reference Documents: 703.09,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Record of conformity: Teambinder reference number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,IP,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Responsibility: Site Engineer,,,,,,,
checkpoint-status,1.5 - Curing Compound,,,,,,,
label,"Frequency: Once, for each product, prior to placement of concrete",,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Acceptance Criteria: Details of curing compound and NATA test certificate stating compliance with AS3799 no more than 3 years from issue, to be submitted for review to the Nominated Authority.",,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Reference Documents: 703.10 (a),,,,,,,
label,- - - - - - - - -,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Record of conformity: Teambinder reference number,,,,,,,
label,- - - - - - - - -,,,,,,,
label,IP,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Responsibility: Site Engineer,,,,,,,
checkpoint-group,2 - Construction Works,,,,,,,
checkpoint-status,2.2 - Temporary Drainage Provisions (if required),,,,,,,
label,Frequency: Prior to Commencing,,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Acceptance Criteria: Before obstructing any waterway, channel or culvert, the Contractor shall make appropriate provision for its temporary diversion, and obtain prior written approval from the relevant waterway authority.",,,,,,,
label,• The Contractor shall make provision for the safe discharge of drainage and stormwater at all times during construction.,,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Reference Documents: IFC Drawings, VicRoads Spec Cl.703.18",,,,,,,
label,- - - - - - - - -,,,,,,,
label,Inspection / Test Method: Site Inspection,,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Record of conformity: Written approval from relevant waterway authority, ITP Signed",,,,,,,
label,- - - - - - - - -,,,,,,,
label,AP,,,,,,,
label,- - - - - - - - -,,,,,,,
label,Responsibility: Supervisor / Site Engineer,,,,,,,
checkpoint-status,2.3 - Pavement Thickness Increases for Crossings,,,,,,,
label,Frequency: Prior to Commencing,,,,,,,
label,- - - - - - - - -,,,,,,,
label,"Acceptance Criteria: Where applicable, excavation to allow for increase in the bedding and slab thicknesses at:",,,,,,,
label,i. Pram crossings,,,,,,,
label,ii. Vehicle crossings (residential and/or commercial),,,,,,,
label,iii. Established / existing mature trees,,,,,,,
label,"• Consult the Relevant Council drawings for dimensional tolerances for thicknesses, grades and ramp lengths.",,,,,,,
label,- - - - - - - - -,,,,,,,
label,Reference Documents: IFC Drawings,,,,,,,
label,• VicRoads Spec 703.16 703.24 EDCM 401,,,,,,,
