"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"d4dd405f-6622-42a9-9fca-3acfd6b6882d/1","checklist","Internal Wet Areas (Bathrooms & Laundries waterproofing","","Internal Wet Areas (Bathrooms & Laundries waterproofing",488,"61d61032-70ec-49d5-874a-9762a74cd5ff"
"67d74995-0e4e-4d84-8e44-551400dc3699","section","Details",,,,
"2cf88491-13c1-4b05-a5a0-1b45e0b49b5b","checkpoint","Area Barricaded off to allow no access to internal wet areas with signs posted/visible to include date of application, 'no access waterproofing work in progress",,,,
"3132d543-dfec-5fcb-b46d-d2903298e8e7","note","attach relevant photos",,,,
"421cbffc-e9e2-545e-bf60-4f7b438c9c68","tickbox","Membrame system & methodology checked off against Landmark waterproofing details as per the Australian standard and MSDS",,,,
"bc10506b-8464-54d2-ba8a-1af28dfcfe6d","tickbox","substrate clean, structurally sound & ready...",,,,
"680e209f-ad0f-532a-ad60-41ff6fa34e62","tickbox","ensure no high points..",,,,
"3932cfa8-f383-58f7-8b5f-b5d7ec6e4f0e","tickbox","Holdpoint- do not proceed if above...",,,,
"f3df563a-7e82-443a-8b58-318b8c0be531","checkpoint","Apply PVC primer to all PVC drains and pipes",,,,
"943a7c46-a476-5493-a811-146a2ec707e9","note","attach relevant photos",,,,
"ea2f2f3b-9494-56b0-a40d-f300049cbe8a","tickbox","ensure all floors wastes & pipes have been primed...",,,,
"4438641f-b6d4-50fc-b6cc-ae12bf629838","tickbox","shower angles in correct position..",,,,
"d5e7880b-d548-5868-b9a5-60d1b8c95531","tickbox","door angles is in...",,,,
"5d738983-1c74-53d5-9328-dbdb46030a67","tickbox","door & shower angle are 3mm",,,,
"df657b4b-df5f-58b1-ae74-ccd69a1a0b7c","tickbox","ensure humidity...",,,,
"fd046890-dcfe-42f2-a52f-bbee1beefe34","checkpoint","Primer substrate with Trem proof 200EC as per data sheet and application guidelines",,,,
"12e8f497-b90f-5d39-8d98-fabe6be7850b","note","attach relevant photos",,,,
"1b178ad2-af9b-4b53-be4c-2ff8ea4b2394","checkpoint","Install alluminium waterstops to door entries and showers as per landmarks FFL",,,,
"b7a4b746-a2a0-58e2-8471-fdea15a126cc","note","attach relevant photos",,,,
"35a4437f-5472-49c7-bea2-12487cc6b8d8","checkpoint","seal all joints, gaps, cracks... with Tremflex 50 sealant- apply selected sealant as per datasheet & application guidelines",,,,
"0902f628-7d42-5d85-a033-744f3953f4da","note","attach relevant photos",,,,
"240dd9ce-2905-472e-85cf-1a1d95b91f3b","checkpoint","Apply 1st coat of Vulkem NEM plus on floors at the recommended thickness as per datasheet & application guidelines",,,,
"63307301-a7e7-565c-bad1-6e03071a43c4","note","attach relevant photos",,,,
"e968b720-0524-4d66-b3af-9a99b33668d9","checkpoint","Apply 2nd coat of Vulkem NEM plus on floors at the recommended thickness as per datasheet & application guidelines",,,,
"5913fd88-19e6-5ea4-b236-ef173b7363af","note","attach relevant photos",,,,
"a9d6df17-ceb5-4e87-adc4-4343a3fe010f","checkpoint","Waterproof walls of showers & vanity up to 1.8m ceiling at the recommended thickness as per datasheet & application guidelines",,,,
"30b56806-6bd0-4d80-bfb3-246d122c1708","checkpoint","Allow membrane to dry",,,,
"bfa741d4-01de-4c2c-861c-0c27d0f7ea0a","checkpoint","flood test for a minimum of 24 hours",,,,
"0f436e9e-87a1-5338-beb1-a506d0bf55de","note","attach relevant photos",,,,
"0db5bacf-8614-4ef7-a505-4fb94b503548","checkpoint","Carry out dry film thickness using positector coating thickness inspection instruction- review result against datasheet & application guidelines",,,,
"804f00a0-3c41-475d-943c-d9200567261b","checkpoint","Final sign off- all general waterproofing work completed as per the above ITP",,,,
"12438161-a55d-5f55-a2c6-a472fb61c5c0","tickbox","Holdpoint- do not proceed if above...",,,,

