"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ec990272-67ab-4108-8b18-64fb89a20bb4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"be61cda7-83c3-40a9-bfc6-0a810fb55fec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building A"
"aadc0d3e-d7a8-4418-a150-ba63c0eef067","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark"
"cd86483f-45b0-4c44-b99f-64e10341d6c8","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas"
"7c74cd6d-4cda-4141-be2f-3823ada47e42","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"88f55187-9a14-491c-a2bd-0cd7d251be0b","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Lift Lobby","Pre Wire"
"167a2072-e2fd-467a-8a13-60920a60e69c","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Lift Lobby","Terminated & Tested"
"c8c2cf28-ba8d-4056-902b-b4129acdee63","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Lift Lobby","Fit off"
"200fb68b-c8c3-44c9-a938-2b641a2af01b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Common areas","Corridor"
"52616c25-2929-49d8-b444-5b7f94663d34","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Corridor","Pre Wire"
"26a9e30a-937c-4d35-8b1c-29891e5d63a0","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Corridor","Terminated & Tested"
"b6c4d97b-2c52-4d0c-8d5f-f1a688e8e8ed","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Corridor","Fit off"
"0f81b66a-3cac-4082-b090-3dddda6e882d","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Common areas","Stairwell 01"
"9126ef08-5c7b-409c-951b-f3710f82eab8","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Stairwell 01","Pre Wire"
"9cd21f69-ef7c-4e01-8b01-6c3541286be2","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Stairwell 01","Terminated & Tested"
"1368f205-b209-4031-a928-73414aceff3e","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Common areas","Stairwell 01","Fit off"
"7f43e319-35fc-4a79-aa49-ea2d7c33d5a4","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Service areas"
"7910cce5-1571-409e-b17d-8c9198cd58ae","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Service areas","Services (Riser)"
"c0683aaf-041c-4fde-ac9b-5e29b80a7b35","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Service areas","Services (Riser)","Pre Wire"
"e9d2d1e3-6dee-4aa0-a303-4e0dc6336ccc","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Service areas","Services (Riser)","Terminated & Tested"
"82ec667c-ccdc-476c-b192-a7b009d2e888","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Service areas","Services (Riser)","Fit off"
"b672fa01-6be2-4831-abd0-f2fa1d2c976e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas"
"84452c66-3122-4da8-9a4f-4fcd17c9608c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-1"
"e4745f89-a620-4073-af70-06f591d545e2","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-1","Pre Wire"
"b44371d3-e589-443c-b38a-bcce27104df3","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-1","Install DB"
"8ab67801-8537-4160-92cc-2846cbaa9f5a","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-1","Fit off"
"27977e71-cdb2-4cbc-936b-879e7e0e0bd6","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-2"
"de53a005-65c2-4cda-bd75-437c599efad1","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-2","Pre Wire"
"35f0c193-1cd0-41ab-9864-0ca913629743","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-2","Install DB"
"ff9c96c8-a15d-4008-abd2-413bcbde1cfe","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-2","Fit off"
"3ca2d1d2-5fd3-4b61-b692-2c0b98de36df","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-3"
"6299363a-1f77-4dc8-86f2-dfffe96c23fe","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-3","Pre Wire"
"2ca30ab7-6358-4e17-911f-7a3bc326f8f2","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-3","Install DB"
"17acf53c-bde6-47d9-a67a-fe5b968ef4e9","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-3","Fit off"
"88cdd64f-f9f5-4dea-8dbc-e11ea3a1a9a3","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-4"
"995f0ad3-b5ff-4960-aaa9-da183788be0f","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-4","Pre Wire"
"880f4a11-a150-489e-a02e-c048882fdbf8","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-4","Install DB"
"3bff9959-d22e-4411-be0f-10ff2c6a78af","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-4","Fit off"
"75400a69-d6a1-4cf7-a4d6-7a6c65202c63","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-5"
"94cc1c8f-a7ae-45fe-8d9c-e63190bda358","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-5","Pre Wire"
"6beee11f-d20f-4b54-a664-714a64f13f98","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-5","Install DB"
"c4e7df2c-956f-4ba5-b5e1-96367561ebe6","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-5","Fit off"
"4dd575ab-7bb2-4f7b-bfe1-52c25e6009ae","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-6"
"44a6e258-328d-4336-9d30-7bbfeeb508f9","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-6","Pre Wire"
"9649550e-e56c-46a8-97dd-391321fe64f5","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-6","Install DB"
"7d82f9c0-c768-468f-862b-8e6e7d0a3938","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 2-6","Fit off"
"27a37506-012c-438c-9581-7e1f55794dd8","","checklist-flat","not-started","Building Commissioning","checklist-flat","FALSE","FALSE","Site QA","Building A","Building Commissioning"
"0cda0d7c-3f40-4097-8e9b-d364271801f5","","checklist-flat","not-started","Completion Documents","checklist-flat","FALSE","FALSE","Site QA","Building A","Completion Documents"
"d454d295-e8dc-40b7-b342-f51a55b52a38","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B"
"a29aa8dc-258f-47bb-9ec5-239eb5628580","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Basement / Carpark"
"a2a1297c-88d6-4dae-aee8-d5fec9545fb7","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Basement / Carpark","Common areas"
"fbc8e9c4-d97b-4ba6-b2e6-0646d5290a2c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"de049693-6b29-43d9-afc1-417734251024","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Common areas","Lift / Lift Lobby","Pre Wire"
"bbfe186d-3039-4dc6-84e3-6e6a44c4241c","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Common areas","Lift / Lift Lobby","Terminated & Tested"
"d8e9a698-c0bc-4786-8bc2-d47d008e9e95","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Common areas","Lift / Lift Lobby","Fit off"
"6c3b97da-65ca-474f-b196-df0663c48393","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas"
"54f2dea9-a7e9-44d3-bb2a-bd3084849865","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","MSB room / Services"
"01384394-c8db-4f30-b45b-98b47a272fe3","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","MSB room / Services","Pre Wire"
"790c39a5-20b9-4ad5-8dba-ff87a708a7c6","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","MSB room / Services","Terminated & Tested"
"6c0e1d84-9a01-44cc-8b9e-fe6b2f36184f","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","MSB room / Services","Fit off"
"21a51f61-53ca-4f26-957b-a93daf785ec0","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","Sprinkler Room"
"24d326e8-187a-4b0d-b960-cca7200abaad","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","Sprinkler Room","Pre Wire"
"b016949a-b68d-42bf-b744-e8334de5e1ae","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","Sprinkler Room","Terminated & Tested"
"6a7c9abd-ab0d-433b-8a23-a07504d07385","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Service areas","Sprinkler Room","Fit off"
"eca170d5-1708-4fd9-a294-71db3145a18e","","checklist-flat","pass","Floor Commissioning","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Basement / Carpark","Floor Commissioning"
"a5201714-0ff4-428c-a22b-6b7e1b378b45","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground"
"775eadb9-545c-473f-85f5-b65416211348","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Common areas"
"a49bf1e2-3154-464f-b591-ebb60c6fa40e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Common areas","Lift Lobby"
"b4cd4527-44bd-4be1-8094-eb92488dc477","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Lift Lobby","Pre Wire"
"b74916ff-2b94-43ff-850a-ac1e74ef5501","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Lift Lobby","Terminated & Tested"
"55340751-e46d-407a-a0b8-ff8fdc8126e6","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Lift Lobby","Fit off"
"26e82001-d4c0-404c-8d8e-00b5d737dc99","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Common areas","Corridor"
"c09cc220-99b3-4936-b8e7-20f994187434","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Corridor","Pre Wire"
"2a7b1628-823f-4ee8-ba2c-259a136140c6","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Corridor","Terminated & Tested"
"2727f447-27de-4f8e-95dc-92feacd85a99","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Corridor","Fit off"
"838c4f2e-d873-4ba6-80c4-103c755d6149","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Common areas","Stairwell 01"
"05832579-9caa-4f9f-ab56-6a867f9dbf62","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Stairwell 01","Pre Wire"
"89a651ba-67d0-4fc6-8a7c-2ba46a2282ef","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Stairwell 01","Terminated & Tested"
"dbb2850c-9bd9-41b4-a2e2-cd04914650df","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Common areas","Stairwell 01","Fit off"
"e2f84974-9458-4b3b-acc1-cd611b3f1472","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Service areas"
"b2cd098c-cb39-41e7-8877-1397949b2865","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Service areas","Services (Riser)"
"2928f436-545f-4bf2-8afd-0406e0dc8351","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Service areas","Services (Riser)","Pre Wire"
"d544860b-c1df-4b2c-818c-2c609720cf30","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Service areas","Services (Riser)","Terminated & Tested"
"b84ba057-7eae-43fe-b5a1-ea89da20ddbf","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Service areas","Services (Riser)","Fit off"
"30a992e3-2a63-43e0-8ad3-12d0f30eafef","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas"
"233f8563-b664-409d-bfee-57a95db6c3fe","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-1"
"719136fa-f823-49c0-be5c-532f92cbd23a","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-1","Pre Wire"
"b89443aa-6836-4c87-9773-6f16c336ef54","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-1","Install DB"
"bab8ad68-be0d-4bd8-b2bc-0a243cf96da2","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-1","Fit off"
"ad7a07fb-1976-45fe-a07a-122e98647f1a","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-2"
"89176ef0-f205-40e6-a0d2-0fb4d82ad592","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-2","Pre Wire"
"431a7d34-901b-40a2-a091-745c1a584823","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-2","Install DB"
"4029f1bf-aac9-4657-a5ec-823336276232","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-2","Fit off"
"2af65832-a530-4ae6-a286-439c5d49265d","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-3"
"44ff3c51-dc4b-44d7-a149-f7acd966894f","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-3","Pre Wire"
"bd7b86a1-2b67-45e9-b1da-6ddecc9594d3","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-3","Install DB"
"943642bf-b9be-4459-80f8-854434e462da","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-3","Fit off"
"864adb79-c660-4f0a-ad77-79a4c9e737d6","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-4"
"4a817ab6-9694-48bb-9cfc-c6ea060ddb5c","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-4","Pre Wire"
"206e83c1-2678-433e-b39b-93fc3f878186","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-4","Install DB"
"374f0e18-9554-4a71-a3e0-44da1d87bbb7","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-4","Fit off"
"2ebd8c17-8235-4b50-bcba-844474c85277","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-5"
"c559aba5-e514-43e4-92f0-036e8c308a86","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-5","Pre Wire"
"d7e3ee12-85c5-4852-b789-a12eaa791ef2","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-5","Install DB"
"1539126e-4e84-449f-81d6-7c07ec07a7f9","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-5","Fit off"
"7865e32b-488c-4fc3-9f23-95c872266a84","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-6"
"79b7c3ee-f83c-422c-b523-e55f34c857ac","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-6","Pre Wire"
"5e21c2e1-7a2d-43f2-9778-99e142ce7a76","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-6","Install DB"
"3281daf4-9f5b-4836-9a0f-530a8c11d548","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-6","Fit off"
"625d608e-c0f2-4b22-a6f8-db36f656cc4c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-7"
"23effc95-a783-4ed4-8255-b118f213f915","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-7","Pre Wire"
"5ec6cf5a-47b6-485d-be04-5becaa6dc191","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-7","Install DB"
"d39e722e-1090-43ca-ac4a-568d27888c27","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-7","Fit off"
"0f952666-a8ca-4e58-9ebe-7ecacef91773","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-8"
"7fa44f52-4ade-471c-8f3c-736b85bc572a","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-8","Pre Wire"
"87f02d37-9ce5-4476-85e9-be8b73b7f58d","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-8","Install DB"
"7ead521b-f1e2-43a1-b24f-e0860a88bfe9","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-8","Fit off"
"fe54fe37-41d0-443b-ab27-a019ce2449d1","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-9"
"8663e19c-6e99-4a77-84d1-aa192cab583d","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-9","Pre Wire"
"6b67edfc-2222-4ef0-9a6a-89379544644b","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-9","Install DB"
"9f5ba5ee-9180-44eb-a1ff-1dc806dca967","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-9","Fit off"
"43a363b4-b60c-47ad-a968-c08479a6a6c1","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-10"
"34c6ae0c-82c5-4861-8d8a-4c73a6a40816","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-10","Pre Wire"
"99b5d5ce-af60-431e-9fc0-ea3287f7f743","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-10","Install DB"
"10dc0781-2515-4528-b68b-09c3620df610","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level Ground","Residential areas","Apartment G-10","Fit off"
"38720ac0-3b23-4639-89e0-7180d5dc7206","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1"
"32d84ecd-d0c6-436c-a2e2-342620279c27","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Common areas"
"94f11009-acd1-4958-a205-4ba9cfdd4549","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Common areas","Lift Lobby"
"9157bb36-5eff-4bab-9cf5-7a179cdf4fd2","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Lift Lobby","Pre Wire"
"1c11b132-1acf-4309-b21c-9254e5155a32","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Lift Lobby","Terminated & Tested"
"25ee6873-ad85-49fc-ae9a-d2c891eeace5","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Lift Lobby","Fit off"
"67cc96fb-bd89-4c23-99a7-8b8dd88f57bb","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Common areas","Corridor"
"5cfe8d59-5155-4e44-bd29-08a087c11948","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Corridor","Pre Wire"
"66277b78-9025-4dbe-90d4-26e9cf6ba425","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Corridor","Terminated & Tested"
"5618921c-8455-43e9-9d2b-e0c132559108","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Corridor","Fit off"
"5eb8635b-7e25-450d-9bb6-1fc5a73c5457","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Common areas","Stairwell 01"
"94d80b56-500e-4d68-b477-1a80e78262c4","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Stairwell 01","Pre Wire"
"0896a3e5-6ab8-4ccc-ba5f-a3f1f47a6261","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Stairwell 01","Terminated & Tested"
"5aa88387-af0a-40d3-a275-18ab5a6ed295","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Common areas","Stairwell 01","Fit off"
"470a1721-d35c-4365-98de-79edf916aecc","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Service areas"
"313cd773-2a21-4723-afd3-e847798a007b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Service areas","Services (Riser)"
"bf5ff055-95ac-491f-ab2c-26da2ad5c7b7","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Service areas","Services (Riser)","Pre Wire"
"457a3abe-d688-45bb-83d5-c719966871ab","","checklist-flat","pass","Terminated & Tested","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Service areas","Services (Riser)","Terminated & Tested"
"f09ef1ab-1241-484c-b2f1-bc41c1bbc02a","","checklist-flat","pass","Fit off (Common/Services)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Service areas","Services (Riser)","Fit off"
"e79c9405-9604-4eed-841b-06eb67f9cbd9","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Residential areas"
"18a1a968-28f9-4426-b411-9deb0105e25e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Building B","Level 1","Residential areas","Apartment 1-1"
"b5fb4e77-c803-47c2-938d-5e31bcb7a8f0","","checklist-flat","pass","Pre Wire","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Residential areas","Apartment 1-1","Pre Wire"
"22696ee4-20c7-4d16-9067-6e839a9288e2","","checklist-flat","pass","Install PHD - Primary Home Distributor","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Residential areas","Apartment 1-1","Install DB"
"3d5486f6-979e-4831-8d9e-beb028f8af0f","","checklist-flat","pass","Fit off (Residential)","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 1","Residential areas","Apartment 1-1","Fit off"
