"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"e02d9587-b526-51be-85de-fe2425abeeec","note","SPECIFICATION REFERENCE - CTS General Civil Construction Spec",,,,
"bf830f9a-d36c-5b18-9b6b-adff7b739734","note","○ CTS Excavation Works Spec",,,,
"a9324c03-a16a-5841-94a5-ed10144effea","note","○ CTS Contaminated Environmental Ground Soil Managenet Plan RW-231",,,,
"d698d631-2ff6-5f24-83ab-17fb30363a60","note","ACCEPTANCE CRITERIA - Waste management plan prepared and followed. Supporting documents available on request.",,,,
"f0310620-c07d-5436-98da-b69e98f8615c","note","DATE/SIGN - Contractor Rep - P",,,,
"de13c16d-6b02-5894-8f64-eb82212db644","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185A - Demolition",,,,
"96b42369-db5a-579d-bf20-091c72d9e2ec","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"eef97807-ab81-5a7c-a03a-69791c11bed7","note","ACCEPTANCE CRITERIA - Existing pedestal removed at ground level. Concrete removed to approved landfill.",,,,
"fb8f982b-4ec4-5a9a-9bbf-5834fc0dd2de","note","DATE/SIGN - Contractor Rep - P",,,,
"59ae458c-7aa8-51b8-bbab-07a5eec50860","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185A - Position of Pump Pedestal Setout",,,,
"89cff21c-7ee8-5e29-8174-f912077176e4","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"ae395ee4-f086-5c04-85ca-bd101547a3e2","note","ACCEPTANCE CRITERIA - Setout as per IFC Drawings",,,,
"2b9c23da-03a6-58b9-bafe-96ae93208701","note","DATE/SIGN - Contractor Rep - P",,,,
"ed9c69d5-e306-5d77-9399-ecfd97861ad1","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185A - Pump pedestal location Cleaned & Scabbled",,,,
"0f2417d3-6a20-5461-9706-b6b46bd7416d","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"75d0af9b-1d71-5eb7-807b-1c3745e4fc23","note","ACCEPTANCE CRITERIA - Foundation area cleaned and free from contamination and dust/oil or grease, surface roughened to accept further concrete pour",,,,
"362aea47-8e7b-53e6-b8d1-781178f90abc","note","DATE/SIGN - Contractor Rep - P",,,,
"16c4daea-76ce-5da0-9209-3cff325fae35","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185A - Cast in Items - Bolts & Nuts",,,,
"4848d4f8-7a8d-57b0-b6d6-1018971fbe03","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"14721145-e2f1-53a9-9854-794ff645c8bf","note","○ CTS General Civil Construction Specification",,,,
"8561f67c-adae-5aba-a12b-ab748d2f0240","note","○ CTS Epoxy Grouting of Anchor Bolts",,,,
"bcad05b1-160d-5008-80fb-cec11a3beeda","note","○ Manufacturers Documentation",,,,
"8b3b2537-3e7c-5e16-a079-d101bceb13bf","note","○ Inspection Records",,,,
"98410c91-1eee-57a7-900a-da056a0f0bba","note","ACCEPTANCE CRITERIA - If drilled in, Epoxy Grout Shall be Ramset C8 placed in accordance with manufacturers recommendations to the levels and positions setout in the drawings",,,,
"7e185da0-cf3a-55a6-b141-f2f0fa9cc071","note","○ Drilled holes for Anchors shall be inspected",,,,
"dd3baf8c-b7e5-5ee2-a2b3-b4c01e8cc006","note","○ Cast in anchor bolts shall be set to spec in IFC drawings and positioned with template to design measurenments in IFC drawings",,,,
"254ceb82-770a-50a8-91e4-eec25878f291","note","DATE/SIGN - Contractor Rep - P",,,,
"40705005-1af2-51f8-a72f-5b951e4db7e2","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185A - Formwork, Reinforcing & Concrete",,,,
"18e550aa-0b92-5a54-a458-54a48cb00654","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"66fed2f5-2f83-56df-8a06-68b89404b4d0","note","○ CTS General Civil Construction Specification NZS3109/3112",,,,
"f484051a-abc1-598e-a33a-9b9e8dc7eb6d","note","○ Manufacturers Documentation",,,,
"a4163e98-9e5f-52fa-a81e-3eadc936a8e5","note","○ Inspection Records",,,,
"2172f7ca-f0e9-5136-aefd-a2fe0391c161","note","ACCEPTANCE CRITERIA - All reinforcing bars shall be Micro-Alloy Class E to AS/NZS 4671 as shown in IFC's.",,,,
"3824b303-50b5-588a-9d26-6a4d74bf77ea","note","○ All reinforcing bar hooks, laps and bends shall be in accordance with NZS3109 unless otherwise noted.",,,,
"68cf3d62-48e2-5f99-bf11-a619a44d4258","note","○ All reinforcing and formwork to comply with IFC drawings",,,,
"8cfb73bd-5e0a-5d2b-a4f6-3ad7d06b1f57","note","○ Concrete to be min 30MPa at 28 days",,,,
"56299576-6561-52b4-9a56-6c56bbd9bef5","note","○ Testing of concrete per CTS Specifications",,,,
"47d7ea3c-08e7-5c98-ab99-9cabea7bb4e4","note","○ Prepour Inspection Record Filled out Prior to Concrete",,,,
"d45ceaa6-d0f2-5f2f-b6db-0d476925877c","note","DATE/SIGN - Contractor Rep - P",,,,
"97c3507e-4d0a-5f57-b9c2-03ee99a8e1d7","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","P1185A - Grouting of Baseplate",,,,
"c2bee6e0-8ff0-582b-8d2a-5b631f90f095","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"ac92b210-8160-5f86-819c-02734b4a8891","note","○ CTS General Civil Construction Specification",,,,
"4b9918ae-6458-5bbf-9f16-5ed7aa67df56","note","○ Manufacturers Documentation",,,,
"d570c04a-72f4-59c8-a7be-d11f05744010","note","ACCEPTANCE CRITERIA - Grouting shall be Sika 212 or Sika 214 placed in accordance with manufacturers recommendations and the IFC drawings",,,,
"83eedfab-311b-5edb-9850-fdcad87a6104","note","DATE/SIGN - Contractor Rep - P",,,,
"cb737adc-c4bb-5166-ab05-2424ebc2494a","note","○ CTS Civil Inspector - W",,,,
,"checkpoint","P1185B - Demolition",,,,
"a63e5b12-77b4-59e3-ad4f-3acd51bc99f7","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"cc5db4ef-5929-5fb9-b398-b547d649986e","note","ACCEPTANCE CRITERIA - Existing pedestal removed at ground level",,,,
"b2e50c35-aeaf-521a-9886-47bf77620337","note","DATE/SIGN - Contractor Rep - P",,,,
"c088ba33-f410-574f-92b4-0a08926187ad","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185B - Position of Pump Pedestal Setout",,,,
"e6595284-d317-51dd-bfbc-61cb0aa8e34c","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"a775dcc3-b644-566b-a9ca-aa6808e9bedb","note","ACCEPTANCE CRITERIA - Setout as per drawings",,,,
"6bc182b2-dd70-5117-bf84-3d3e16e21c8b","note","DATE/SIGN - Contractor Rep - P",,,,
"1c267ad4-2ea5-500c-99f5-f23e05a988ac","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185B - Pump Pedestal Location Cleaned & Scabbled",,,,
"2d58e169-696d-58ed-acc6-1acd36cd7f6e","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"60bbba16-5046-532e-9866-ab90cc17c02e","note","ACCEPTANCE CRITERIA - Foundation area cleaned and free from contamination and dust/oil or grease, surface roughened to accept further concrete pour",,,,
"7ced8917-799b-5b8c-9afd-4a8704b10328","note","DATE/SIGN - Contractor Rep - P",,,,
"71015ac4-85e4-5ddf-a600-3644a17efc9c","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185B - Cast in Items - Bolts & Nuts",,,,
"f33c8c71-1435-5c23-9ab7-b6e530d096a7","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"9f4720c2-f78c-5498-95ed-c8cee1b1414e","note","○ CTS General Civil Construction Specification",,,,
"2d1409e3-36cc-586b-a430-1e04c8a8c015","note","○ CTS Epoxy Grouting of Anchor Bolts",,,,
"ce4e18c2-5954-5a92-a4a4-0f347976f75e","note","○ Manufacturers Documentation",,,,
"7bc5e43a-7b2d-5026-98bf-db6cf0c8c08e","note","○ Inspection Records",,,,
"3185565c-6633-527a-a255-cd8283246da4","note","ACCEPTANCE CRITERIA - If drilled in, Epoxy Grout Shall be Ramset C8 placed in accordance with manufacturers recommendations to the levels and positions setout in the drawings",,,,
"4dc3c6a7-d654-50ee-a18a-06bd25a3cbeb","note","○ Drilled holes for Anchors shall be inspected",,,,
"385b557e-3bce-5fe7-8379-560dd65601ad","note","○ Cast in anchor bolts shall be set to spec in IFC drawings and positioned with template to design measurenments in IFC drawings",,,,
"766a0a41-21b5-5f9a-88c4-4219f7df6016","note","DATE/SIGN - Contractor Rep - P",,,,
"298eb471-7af3-5bbd-b9f6-32f333f41e0f","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P1185B - Formwork, Reinforcing & Concrete",,,,
"e7ce2ef2-1e6d-587d-b836-986cd5dc56ce","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"b4512d25-bd96-59c1-a2d9-aad0c0580fee","note","○ CTS General Civil Construction Specification NZS3109/3112",,,,
"c575ee6e-3758-5369-b2ff-064cb798cc25","note","○ Manufacturers Documentation",,,,
"c8b705f6-eecf-5c16-9f87-e76d129bcc52","note","○ Inspection Records",,,,
"cce93493-9c13-5c7e-8e7b-3fdb04b518f2","note","ACCEPTANCE CRITERIA - All reinforcing bars shall be Micro-Alloy Class E to AS/NZS 4671 as shown in IFC's.",,,,
"b7aa9ff6-0ab3-56a3-a4ac-6460da61db33","note","○ All reinforcing bar hooks, laps and bends shall be in accordance with NZS3109 unless otherwise noted.",,,,
"5be56634-d8a2-5869-ab67-7e0ed7190984","note","○ All reinforcing and formwork to comply with IFC drawings",,,,
"40e26f16-f26d-5e04-9cd3-aca246d05ce9","note","○ Concrete to be min 30MPa at 28 days",,,,
"32f1e969-dd61-55e7-bbda-ba38e357e3e1","note","○ Testing of concrete per CTS Specifications",,,,
"15590b35-9a95-5944-8340-8a74076039e8","note","○ Prepour Inspection Record Filled out Prior to Concrete",,,,
"88277227-f293-586c-a5f3-7c0910497c90","note","DATE/SIGN - Contractor Rep - P",,,,
"63ec835d-a6d0-55f1-8df9-797385f63d65","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","P1185B - Grouting of Baseplate",,,,
"3fde85df-eaa2-5aed-9bdd-030de7b8232f","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"780cd39b-90c7-568e-9c2d-0f8ac2665d6e","note","○ CTS General Civil Construction Specification",,,,
"8d2a1f0c-30fa-5980-9a93-7b0a71b135df","note","○ Manufacturers Documentation",,,,
"351a9352-da88-581b-bf25-e474eef39855","note","ACCEPTANCE CRITERIA - Grouting shall be Sika 212 or Sika 214 placed in accordance with manufacturers recommendations and the IFC drawings",,,,
"7346fc9d-7031-5468-b7a7-921b7f18ffdf","note","DATE/SIGN - Contractor Rep - P",,,,
"8b0cc0b7-6784-513b-b81a-f42b63eb63e2","note","○ CTS Civil Inspector - W",,,,
,"checkpoint","PSS3259/PSS3263/PSS3264/PSS3282 - Setout of Pipe Sleeper",,,,
"d89868fc-629c-5924-9cab-f7df2fcc6cef","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"3faf2d3e-d040-5285-bb3f-ed119c3c564b","note","ACCEPTANCE CRITERIA - Comply with setout in drawings",,,,
"3948583a-13a1-58dd-9a8e-f54c96ba3f5e","note","DATE/SIGN - Contractor Rep - P",,,,
"a297606c-645f-5665-b9e6-b761ac60ca82","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","PSS3259/PSS3263/PSS3264/PSS3282 - Excavation & Foundation Preparation inc Site Concrete",,,,
"5edb43d0-6a81-53f8-8d91-5ac64928bd1d","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"69a6c6d5-55fe-59d7-acde-33a3148dc8bb","note","○ CTS Excavation Works Specification",,,,
"d6252ef3-310c-575a-8d59-31e682571520","note","○ CTS General Civil Construction Specification",,,,
"89927cff-3151-5fc7-9231-4a91c6cb933a","note","ACCEPTANCE CRITERIA - Excavated as per IFC drawings to line and levels shown. Foundation compaction Inspection Record completed.",,,,
"5f3225c8-72d5-5774-b783-1e7cb2b95cc3","note","DATE/SIGN - Contractor Rep - P",,,,
"2a54887f-5e9f-5d7c-98db-0f72e51d6174","note","○ CTS Civil Inspector - W",,,,
,"checkpoint","PSS3259/PSS3263/PSS3264/PSS3282 - Formwork, Reinforcing & Concrete",,,,
"05cad429-3d8e-5e38-85b4-5082d899a4d2","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"351b37ab-0aa4-56e7-a8a8-f7f8d4742abe","note","○ CTS General Civil Construction Specification NZS3109/3112",,,,
"3bc355e5-d9fe-56f4-b306-d74e13959e99","note","○ Manufacturers Documentation",,,,
"c50e4bb4-d451-5bcc-8cfd-3e5b6a3ff89f","note","○ Inspection Records",,,,
"2e23418a-5b50-52a8-8457-c0124d980a7a","note","ACCEPTANCE CRITERIA - All reinforcing bars shall be Micro-Alloy Class E to AS/NZS 4671 as shown in IFC's.",,,,
"17e59dc2-4c22-5822-88c4-8de2cc997b00","note","○ All reinforcing bar hooks, laps and bends shall be in accordance with NZS3109 unless otherwise noted.",,,,
"05900b9d-9af8-5518-b597-25f0c3c49316","note","○ All reinforcing and formwork to comply with IFC drawings",,,,
"e62839a6-017a-57a6-82a4-b21f6facc292","note","○ Concrete to be min 30MPa at 28 days",,,,
"56d6c6fa-79e8-5a22-ab3e-73f2637f8b6e","note","○ Testing of concrete per CTS Specifications",,,,
"c5898c84-a2c6-5b7c-a05e-85555a483764","note","○ Prepour Inspection Record Filled out Prior to Concrete",,,,
"fc172450-8b3c-516f-9ebc-d2c9c48dbd79","note","DATE/SIGN - Contractor Rep - P",,,,
"92058a5c-5bbd-587e-bc66-29af3d705584","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","PSS3268/PSS3269 - Position of Slab Extension Setout",,,,
"bac641da-c053-57dc-9404-02b01a8ed07b","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"3bd40c11-0274-5563-970d-24e61e47d5c4","note","ACCEPTANCE CRITERIA - Setout as per drawings",,,,
"c3a40300-467e-55ed-9218-da08056f5bd0","note","DATE/SIGN - Contractor Rep - P",,,,
"a4466e46-41a5-5b7a-bb31-a05281db594b","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","PSS3268/PSS3269 - Excavation & Foundation Preparation inc Site Concrete",,,,
"fa5e9d38-168f-587b-9acc-075c158f8aa4","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"bbba09ea-5915-5b76-a03a-d540403b1fbc","note","○ CTS Excavation Works Specification",,,,
"67741041-31a4-5ee4-ac9d-6e01cecd2610","note","○ CTS General Civil Construction Specification",,,,
"cdf66b29-2322-525a-9376-c8d0f9412361","note","ACCEPTANCE CRITERIA - Excavated as per IFC drawings to line and levels shown. Foundation compaction Inspection Record completed.",,,,
"634c1b05-a8ca-58ce-9ba5-03f48371a1c3","note","DATE/SIGN - Contractor Rep - P",,,,
"8a39c3a8-9389-5bf3-95e9-0f122aa92c75","note","○ CTS Civil Inspector - W",,,,
,"checkpoint","PSS3268/PSS3269 - Formwork, Reinforcing & Concrete",,,,
"48a1b742-417c-571c-b647-da69d5301e4c","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"38176a7e-d536-55d3-8392-24f4800aa208","note","○ CTS General Civil Construction Specification NZS3109/3112",,,,
"de0dc8e6-dbf3-5c20-963a-bb02fe0e65fe","note","○ Manufacturers Documentation",,,,
"245f8c25-43cd-5223-8749-4a6dc2ca8269","note","○ Inspection Records",,,,
"4b84c154-1a64-534f-b0bc-f0effa8585df","note","ACCEPTANCE CRITERIA - All reinforcing bars shall be Micro-Alloy Class E to AS/NZS 4671 as shown in IFC's.",,,,
"dd239b03-829f-5ac9-b5aa-f9853098dd82","note","○ All reinforcing bar hooks, laps and bends shall be in accordance with NZS3109 unless otherwise noted.",,,,
"21b4b8f6-329c-55fa-9a1c-93ab0467207c","note","○ All reinforcing and formwork to comply with IFC drawings",,,,
"84a012aa-e85d-514a-bb2f-5cd073f8159e","note","○ Concrete to be min 30MPa at 28 days",,,,
"0e606058-8076-5ea1-9d8d-fc28dff3dd1c","note","○ Testing of concrete per CTS Specifications",,,,
"a6571016-19ea-5a7a-8779-a6ed00717d83","note","○ Prepour Inspection Record Filled out Prior to Concrete",,,,
"2bae2e87-3f4b-5436-be88-87dc7c317937","note","DATE/SIGN - Contractor Rep - P",,,,
"49aea235-4cd4-5bce-ad2a-f22428c1cecf","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","PSS3272/PSS3273 - Position of Slab Extension Setout",,,,
"f9bfe1a6-fa9c-516f-ab78-35d1c67434ea","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"5d8b1b87-d641-5fe7-b7da-8268f57cf488","note","ACCEPTANCE CRITERIA - Setout as per drawings",,,,
"0beec65f-83a7-5989-acf0-906afc500079","note","DATE/SIGN - Contractor Rep - P",,,,
"77ff334f-8a4e-579c-8c82-d3478daf2870","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","PSS3272/PSS3273 - Excavation & Foundation Preparation inc Site Concrete",,,,
"02f0a22d-34f1-59df-8c32-ca56bd11b86a","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"81a042c8-3131-598c-9422-1e40c18c86ba","note","○ CTS Excavation Works Specification",,,,
"22166bda-4d06-5226-8293-6f0ccbea0cfd","note","○ CTS General Civil Construction Specification",,,,
"f00587a4-d1b1-5231-9e81-fd9800caab38","note","ACCEPTANCE CRITERIA - Excavated as per IFC drawings to line and levels shown. Foundation compaction Inspection Record completed.",,,,
"720fa2da-f935-5b72-9327-256b0b8c2575","note","DATE/SIGN - Contractor Rep - P",,,,
"f28cfa22-062c-5f17-87fc-ef6fa5673fe6","note","○ CTS Civil Inspector - W",,,,
,"checkpoint","PSS3272/PSS3273 - Formwork, Reinforcing & Concrete",,,,
"0c302280-4007-5d75-9bb2-99ab35b3a6df","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"674573bc-2ce7-52b1-ae14-1b8285164d42","note","○ CTS General Civil Construction Specification NZS3109/3112",,,,
"31cc02c0-9c0a-54ae-8e33-1bdbfaf5ccd6","note","○ Manufacturers Documentation",,,,
"7131412d-070f-5941-801a-b6de5dc5583e","note","○ Inspection Records",,,,
"6e427401-3833-56f4-820a-942f8b2f1785","note","ACCEPTANCE CRITERIA - All reinforcing bars shall be Micro-Alloy Class E to AS/NZS 4671 as shown in IFC's.",,,,
"ccb1a1f9-8d68-51d5-9624-dc08aee94497","note","○ All reinforcing bar hooks, laps and bends shall be in accordance with NZS3109 unless otherwise noted.",,,,
"ba89c926-8785-5703-abff-c56c267a46ea","note","○ All reinforcing and formwork to comply with IFC drawings",,,,
"0169c798-e9e9-5ef5-a588-d4e6368bf0ca","note","○ Concrete to be min 30MPa at 28 days",,,,
"84fdc905-63ea-5dbb-acd4-1f0ec515bbc3","note","○ Testing of concrete per CTS Specifications",,,,
"90fdab7c-8d2a-564b-ba3a-19c80b03258f","note","○ Prepour Inspection Record Filled out Prior to Concrete",,,,
"07586369-e35f-5a45-a895-43c57ab739d0","note","DATE/SIGN - Contractor Rep - P",,,,
"cbcb71aa-f403-50b7-8442-a3448ae92d52","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","P3658 - Position of Pump Pedestal Setout",,,,
"dca692a0-8d2e-5358-ab62-8ccd8262ac4e","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"76c8936c-a171-5560-8e60-0c5c79530366","note","ACCEPTANCE CRITERIA - Setout as per drawings",,,,
"5e9ebe18-b431-53b9-8c66-3e72e764f647","note","DATE/SIGN - Contractor Rep - P",,,,
"336576db-396b-537b-9eb7-8024fdd3a571","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P3658 - Pump Pedestal Location Cleaned & Scabbled",,,,
"b8042d7a-01ff-56c6-b7bb-9715c1d0b060","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"6f224088-92c3-5b88-a355-8f519e796de6","note","ACCEPTANCE CRITERIA - Foundation area cleaned and free from contamination and dust/oil or grease, surface roughened to accept further concrete pour",,,,
"abfc77b6-f077-5ada-8672-c6af97365120","note","DATE/SIGN - Contractor Rep - P",,,,
"8354199c-2d87-5989-a261-20d163152c38","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P3658 - Cast in Items - Bolts & Nuts",,,,
"8cdeac5b-b037-50f0-b96b-266bc316d381","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"0753049c-5b1b-58f9-b7ca-15fcbf410f50","note","○ CTS General Civil Construction Specification",,,,
"f73576e0-7a5a-5386-a36f-de0e37066152","note","○ CTS Epoxy Grouting of Anchor Bolts",,,,
"8c64c512-c171-57f0-b710-452852487221","note","○ Manufacturers Documentation",,,,
"753a4ac0-c97a-561b-80f0-4eb229262734","note","○ Inspection Records",,,,
"dbd1962b-5d87-547c-bc1a-6402360ce3f2","note","ACCEPTANCE CRITERIA - If drilled in, Epoxy Grout Shall be Ramset C8 placed in accordance with manufacturers recommendations to the levels and positions setout in the drawings",,,,
"238ac032-af71-50da-9a71-a3788fbcb3c4","note","○ Drilled holes for Anchors shall be inspected",,,,
"44417a48-5c5b-5221-a9ab-d867ee6c1c61","note","○ Cast in anchor bolts shall be set to spec in IFC drawings and positioned with template to design measurenments in IFC drawings",,,,
"462e0ba2-27a6-55c1-b39a-714196d16f8d","note","DATE/SIGN - Contractor Rep - P",,,,
"5fc9839b-88b7-5761-99c7-fec82686e95e","note","○ CTS Civil Inspector - R",,,,
,"checkpoint","P3658 - Formwork, Reinforcing & Concrete",,,,
"12016907-362e-5a07-b9d2-89b299dfe862","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"a26f2db7-1c03-5d93-b85a-9c2a5dc4e403","note","○ CTS General Civil Construction Specification NZS3109/3112",,,,
"120b3767-12a0-50cd-9f36-b5d23c902ac0","note","○ Manufacturers Documentation",,,,
"20ee2e1e-7ead-55f2-adbb-ab12cf4f5fae","note","○ Inspection Records",,,,
"935c42a8-99e3-5c67-989b-19c4691fbfa6","note","ACCEPTANCE CRITERIA - All reinforcing bars shall be Micro-Alloy Class E to AS/NZS 4671 as shown in IFC's.",,,,
"2509e191-6d3f-58a6-bbbc-f38d441cda3e","note","○ All reinforcing bar hooks, laps and bends shall be in accordance with NZS3109 unless otherwise noted.",,,,
"fc67347e-b845-530f-85c2-3c7f1adffa66","note","○ All reinforcing and formwork to comply with IFC drawings",,,,
"a416a89b-6a1e-54dc-ac66-95c8d2f309ff","note","○ Concrete to be min 30MPa at 28 days",,,,
"22172ea6-8e4e-5d43-b5f4-c1e30150ed6b","note","○ Testing of concrete per CTS Specifications",,,,
"4b0ad07a-5f61-52d6-bac4-09ccebfe68b0","note","○ Prepour Inspection Record Filled out Prior to Concrete",,,,
"352190d1-46e9-5059-977d-6c57df34c6e0","note","DATE/SIGN - Contractor Rep - P",,,,
"9d684929-aba3-5546-b700-9d51329717ed","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","P3658 - Grouting of Baseplate",,,,
"3bfded69-5e77-591e-a69b-903853346a54","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"c8b23e27-869a-529d-982f-dce027ffa759","note","○ CTS General Civil Construction Specification",,,,
"56c5af78-52d1-50f0-99da-cc64212520c0","note","○ Manufacturers Documentation",,,,
"598d85bc-57e5-5b21-b917-78545c0f9b69","note","ACCEPTANCE CRITERIA - Grouting shall be Sika 212 or Sika 214 placed in accordance with manufacturers recommendations and the IFC drawings",,,,
"18ba2e0e-6dd8-5bef-ae87-0b6f6c1657e4","note","DATE/SIGN - Contractor Rep - P",,,,
"a3865cc4-8eb5-5970-9f13-0e8fd496b63f","note","○ CTS Civil Inspector - W",,,,
,"checkpoint","5 - Other",,,,
"3b4e709d-651e-5630-a64d-05b0219647ac","note","SPECIFICATION REFERENCE - Other",,,,
"994ae909-4c5e-556d-8b19-a110fcde2d8b","note","ACCEPTANCE CRITERIA - Other",,,,
"acf89e30-6a7e-5272-a810-e9035b5c98bf","note","DATE/SIGN - Contractor Rep - H",,,,
"24201690-e02c-553e-823e-45d27ad8a2fb","note","○ Project/Construction Engineer - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","6 - Complete final Civil Inspection and close off ITP",,,,
"9623f555-435d-55ed-b6ea-b2da8421242e","note","SPECIFICATION REFERENCE - IFC Drawings",,,,
"643e4692-9b03-5515-a00e-573d912039cd","note","○ CTS General Civil Construction Specification",,,,
"6a76b2a9-72f1-5a0d-962c-b8a01ff175af","note","○ Manufacturers Specification",,,,
"89c85df7-d8c5-550d-bc51-47c300277289","note","ACCEPTANCE CRITERIA - ITP/QC has been completed; all steps & hold points signed byrelevant party.",,,,
"ec83da9a-0325-5644-868a-c779a769b4c8","note","○ All work completed as per work pack, and any field instructions issued during construction compiled",,,,
"77bba869-7ca3-5303-ad29-5d4f1fa7b0a7","note","DATE/SIGN - Contractor Rep - P",,,,
"ceb98418-f4ea-52f6-ab60-341c094dbda5","note","○ CTS Civil Inspector - H",,,,
,"signoff","HOLD POINT",,,,
,"checkpoint","7 - Non-Conformance Reporting",,,,
"5d2e0205-35ce-525a-8af4-8e7e65a41920","note","SPECIFICATION REFERENCE - UCC Internal NCR and or Lucidity event NCR",,,,
"fb14026d-d691-581f-8c60-428c6368d834","note","○ QC Requirements for Civil Works",,,,
"e776f05f-9afd-5582-a3bd-25ce8e1aa501","note","ACCEPTANCE CRITERIA - All Non-Conformance reports and Investigations are attached and closed out",,,,
